Date,Open,High,Low,Close,Adj Close,Volume
6/17/2014,6758.450195,6758.450195,6691.220215,6704.930176,6703.206543,57600
6/18/2014,6704.930176,6704.930176,6635.549805,6703.129883,6701.406738,93200
6/19/2014,6730.049805,6733.740234,6657.220215,6699.390137,6697.667969,75900
6/20/2014,6702.080078,6743.810059,6702.080078,6730.959961,6729.229492,90300
6/23/2014,6730.959961,6784.140137,6730.959961,6761.990234,6760.251953,68300
6/24/2014,6761.990234,6793.259766,6761.990234,6793.069824,6791.32373,56300
6/25/2014,6793.089844,6854.589844,6793.089844,6834.680176,6832.92334,70700
6/26/2014,6840.02002,6892.180176,6839.02002,6892.180176,6890.408203,94500
6/27/2014,6894.169922,6900.830078,6826.540039,6842.149902,6840.391113,63500
6/30/2014,6846.410156,6873.850098,6841.910156,6844.310059,6842.550781,39700
7/1/2014,6858.009766,6862.899902,6819.75,6826.609863,6824.85498,33100
7/2/2014,6822.740234,6854.470215,6822.740234,6850.600098,6848.838867,51100
7/3/2014,6870.120117,6907.319824,6868.660156,6899.310059,6897.536621,46900
7/4/2014,6899.379883,6966.709961,6899.379883,6962.279785,6960.489746,115900
7/7/2014,6962.779785,7016.709961,6962.779785,6999.100098,6997.300781,102100
7/8/2014,6999.350098,6999.350098,6941.189941,6948.52002,6946.733887,69800
7/9/2014,6951.620117,6951.620117,6880.47998,6903.790039,6902.015137,46600
7/10/2014,6903.990234,6937.209961,6903.990234,6937.209961,6935.426758,88100
7/11/2014,6937.359863,6937.359863,6885.959961,6901.089844,6899.315918,52900
7/14/2014,6890.350098,6890.350098,6826.459961,6830.370117,6828.614258,52600
7/15/2014,6836.339844,6836.339844,6816.899902,6834.040039,6832.283203,58300
7/16/2014,null,null,null,null,null,null
7/17/2014,6837.430176,6869.399902,6837.430176,6867.359863,6865.594238,59200
7/18/2014,6865.870117,6865.870117,6825.370117,6853.069824,6851.308105,36700
7/21/2014,6853.200195,6876.5,6853.200195,6874.879883,6873.112305,45600
7/22/2014,6872.879883,6875.990234,6855.399902,6869.939941,6868.173828,62100
7/23/2014,6871.180176,6904.910156,6871.180176,6892.919922,6891.147949,56200
7/24/2014,6893.089844,6903.160156,6883.759766,6889.890137,6888.119141,76500
7/25/2014,6889.890137,6893.180176,6871.709961,6889.549805,6887.778809,68700
7/28/2014,6889.029785,6902.890137,6849.529785,6850.470215,6848.708984,74000
7/29/2014,null,null,null,null,null,null
7/30/2014,6867.970215,6903.180176,6855.169922,6867.589844,6865.824219,81500
7/31/2014,6868.359863,6881.200195,6859.399902,6864.819824,6863.055176,83600
8/1/2014,6863.97998,6894.22998,6800.160156,6894.22998,6892.45752,68900
8/4/2014,6873.470215,7005.709961,6873.470215,6998.370117,6996.570801,121300
8/5/2014,6998.580078,7000.359863,6958.490234,6974,6972.207031,76800
8/6/2014,6971.589844,6980.120117,6939.359863,6948.970215,6947.183594,36200
8/7/2014,6944.700195,6978.77002,6943.509766,6955.209961,6953.421875,78200
8/8/2014,6954.899902,6954.899902,6866.870117,6880.339844,6878.571289,54200
8/11/2014,6880.209961,6958.649902,6879.52002,6956.660156,6954.871582,131500
8/12/2014,6957.390137,6998.220215,6957.390137,6983.490234,6981.694824,70000
8/13/2014,6983.490234,6991.819824,6968.189941,6986.240234,6984.444336,69000
8/14/2014,7057.209961,7093.060059,7053.120117,7061,7059.18457,108900
8/15/2014,7061.27002,7066.52002,7002.47998,7008.509766,7006.708008,79400
8/18/2014,7008.810059,7044.509766,7008.810059,7027.580078,7025.773438,79500
8/19/2014,7045.169922,7086.310059,7039.759766,7082.75,7080.929199,122300
8/20/2014,7086.799805,7130.97998,7086.799805,7096.490234,7094.666016,127600
8/22/2014,7101.709961,7141.169922,7101.709961,7133.089844,7131.256348,117800
8/26/2014,7133.089844,7155.640137,7125.180176,7146.350098,7144.513184,96500
8/27/2014,7153.77002,7176.22998,7145.359863,7160.459961,7158.619141,79100
8/28/2014,7160.459961,7165.879883,7096.160156,7100.700195,7098.875,74100
8/29/2014,7107.890137,7120.609863,7027.410156,7050.890137,7049.077637,100000
9/1/2014,7050.720215,7096.759766,7050.720215,7083.490234,7081.669434,69500
9/2/2014,7084.160156,7120.77002,7084.160156,7106.560059,7104.73291,86400
9/3/2014,7107.069824,7216.410156,7107.069824,7206.02002,7204.16748,118000
9/4/2014,7207.459961,7220.509766,7196.299805,7204.109863,7202.257813,101200
9/5/2014,7206.660156,7264.870117,7206.660156,7263.580078,7261.712891,100300
9/8/2014,7263.47998,7333.140137,7263.47998,7314.939941,7313.05957,73200
9/9/2014,7314.319824,7314.319824,7251.209961,7253.669922,7251.805176,48500
9/10/2014,7248.790039,7254.649902,7198.080078,7212.779785,7210.925781,45000
9/11/2014,7218.430176,7251.970215,7202.060059,7202.060059,7200.208496,53400
9/12/2014,7204.069824,7214.959961,7190.779785,7201.879883,7200.02832,51900
9/15/2014,7201.879883,7221.490234,7157.600098,7161.27002,7159.429199,72000
9/16/2014,7161.180176,7183.540039,7156.839844,7180.339844,7178.494141,53300
9/17/2014,7182.839844,7250.109863,7182.839844,7231.839844,7229.980957,50100
9/18/2014,7231.609863,7290.549805,7231.609863,7287.290039,7285.416504,57700
9/19/2014,null,null,null,null,null,null
9/22/2014,7288.209961,7304.459961,7241.160156,7279.859863,7277.988281,97200
9/23/2014,7279.930176,7283.970215,7229.430176,7271.620117,7269.750977,86400
9/24/2014,7270.919922,7372.390137,7270.919922,7355.290039,7353.399414,260400
9/25/2014,7356.990234,7413.620117,7294.209961,7294.209961,7292.334961,156100
9/26/2014,7287.149902,7287.149902,7223.399902,7261.299805,7259.433105,90900
9/29/2014,7261.470215,7298.5,7244.450195,7265.359863,7263.492188,69800
9/30/2014,7265.52002,7312.509766,7265.52002,7283.069824,7281.197754,134000
10/1/2014,7260.759766,7283.589844,7224.379883,7268.060059,7266.191406,69100
10/2/2014,7254.129883,7254.129883,7167.330078,7196.259766,7194.409668,84800
10/3/2014,7192.740234,7250.669922,7191.180176,7247.029785,7245.166992,79700
10/6/2014,null,null,null,null,null,null
10/7/2014,7227.120117,7240.350098,7208.040039,7239.379883,7237.519043,66000
10/8/2014,7201.540039,7204.149902,7153.450195,7185.680176,7183.833008,95400
10/9/2014,7191.459961,7235.77002,7191.459961,7201.890137,7200.038574,73500
10/10/2014,7200.490234,7200.490234,7117.370117,7167.350098,7165.507324,80600
10/13/2014,7160.990234,7160.990234,6957.109863,6968.089844,6966.29834,105200
10/14/2014,6967.209961,6990.790039,6896.470215,6946.060059,6944.274414,123300
10/15/2014,6951.180176,7025.819824,6951.180176,6991.189941,6989.392578,71000
10/16/2014,6989.589844,7048.509766,6946.660156,7028.580078,7026.773438,86600
10/17/2014,7049.759766,7075.350098,7003.220215,7003.220215,7001.419922,48600
10/20/2014,7005.339844,7069.839844,7005.339844,7057.529785,7055.715332,76200
10/21/2014,7057.529785,7089.709961,7057.529785,7068.029785,7066.212891,70300
10/22/2014,7101.319824,7154.220215,7093.890137,7154.220215,7152.380859,66600
10/23/2014,7140.040039,7140.430176,7096.799805,7116.129883,7114.300293,83900
10/24/2014,7142.669922,7150.02002,7100.97998,7103.549805,7101.723633,58200
10/27/2014,7103.290039,7123.049805,7080.549805,7103.540039,7101.713867,31300
10/28/2014,7110.850098,7110.850098,7066.740234,7066.740234,7064.92334,36500
10/29/2014,7068.350098,7111.129883,7068.350098,7093.310059,7091.486328,57100
10/30/2014,7096.509766,7170.990234,7083.959961,7170.990234,7169.146973,47000
10/31/2014,7180.390137,7215.72998,7167.160156,7215.72998,7213.875,94600
11/3/2014,7213.049805,7312.850098,7213.049805,7312.850098,7310.970215,61600
11/4/2014,7330.72998,7342,7222.009766,7222.009766,7220.15332,41200
11/5/2014,7225.47998,7225.47998,7176.129883,7208.810059,7206.957031,50400
11/6/2014,7209.410156,7256.410156,7188.359863,7236.629883,7234.769531,70200
11/7/2014,7221.330078,7229.75,7205.720215,7205.720215,7203.867676,89300
11/10/2014,7223.779785,7234.600098,7192.120117,7192.120117,7190.270996,32800
11/11/2014,7194.540039,7218.660156,7192.830078,7204.549805,7202.697754,73400
11/12/2014,7204.689941,7256.319824,7204.689941,7232.870117,7231.010742,91400
11/13/2014,7232.689941,7268.379883,7198.629883,7198.629883,7196.779297,49100
11/14/2014,7200.790039,7221.330078,7195.560059,7217.339844,7215.484375,54300
11/17/2014,7218.390137,7244.080078,7218.390137,7229.720215,7227.861816,38000
11/18/2014,7229.549805,7275.660156,7224.149902,7275.660156,7273.789551,82400
11/19/2014,7297.120117,7299.189941,7261.660156,7269.490234,7267.621582,125400
11/20/2014,7246.310059,7268.950195,7226.700195,7268.950195,7267.081543,48600
11/21/2014,7273.5,7276.180176,7243.22998,7276.180176,7274.30957,70900
11/24/2014,7277.330078,7343.799805,7277.330078,7325.129883,7323.246582,67300
11/25/2014,7325.97998,7339.430176,7286.850098,7286.850098,7284.977051,38200
11/26/2014,7327.310059,7372.569824,7323.600098,7356.589844,7354.69873,85100
11/27/2014,7358.419922,7369.240234,7265.339844,7265.339844,7263.472168,0
11/28/2014,7266.930176,7309.970215,7263.52002,7294.379883,7292.504883,58600
12/1/2014,7297.129883,7334.689941,7293.720215,7331.72998,7329.845215,0
12/2/2014,7333.47998,7357.290039,7323.47998,7344.22998,7342.341797,74400
12/3/2014,7344.080078,7372.160156,7344.080078,7360.75,7358.85791,62300
12/4/2014,7354.399902,7354.399902,7299.850098,7299.850098,7297.973633,82900
12/5/2014,7299.529785,7299.529785,7178.450195,7230.560059,7228.701172,105100
12/8/2014,null,null,null,null,null,null
12/9/2014,7238.359863,7239.540039,7176.22998,7183.870117,7182.023438,69900
12/10/2014,7177.390137,7177.390137,7133.689941,7175.080078,7173.235352,0
12/11/2014,7120.580078,7120.580078,7029.689941,7072.100098,7070.282227,96400
12/12/2014,7080.390137,7224.209961,7080.390137,7224.209961,7222.353027,99000
12/15/2014,7209.930176,7275.620117,7077.589844,7275.620117,7273.749512,67100
12/16/2014,7274.52002,7274.52002,7160.379883,7160.379883,7158.539063,113300
12/17/2014,7159.049805,7169.27002,6966.209961,6966.209961,6964.418945,99800
12/18/2014,6986.839844,7077.25,6882.180176,7029.279785,7027.472656,101300
12/19/2014,7093.109863,7158.509766,7093.109863,7125.629883,7123.797852,120800
12/22/2014,7130.72998,7161.799805,7128.47998,7139.27002,7137.43457,44800
12/23/2014,7138.25,7186.319824,7138.25,7186.319824,7184.472168,38400
12/29/2014,7190.459961,7247.72998,7190.459961,7230.569824,7228.710938,54300
1/5/2015,7282.939941,7292.799805,7266.810059,7276.629883,7274.759277,59400
1/6/2015,7262.390137,7279.919922,7224.399902,7277.740234,7275.869141,144500
1/7/2015,7268.910156,7341.700195,7268.910156,7309.700195,7307.821289,160200
1/8/2015,7304.759766,7373.660156,7294.620117,7367.629883,7365.73584,93600
1/9/2015,7367.700195,7446.660156,7367.700195,7402.720215,7400.817383,83400
1/12/2015,7371.290039,7382.649902,7348.890137,7358.359863,7356.468262,79200
1/13/2015,7358.529785,7428.919922,7358.529785,7399,7397.098145,63200
1/14/2015,7412.899902,7530.410156,7412.899902,7490.879883,7488.954102,128400
1/15/2015,null,null,null,null,null,null
1/16/2015,null,null,null,null,null,null
1/19/2015,7494.700195,7502.049805,7454.430176,7485.319824,7483.395508,0
1/20/2015,7487.450195,7508.77002,7447,7452.810059,7450.894043,0
1/21/2015,7467.060059,7531.939941,7451.339844,7474.100098,7472.178711,0
1/22/2015,7475.089844,7475.089844,7400.029785,7416.310059,7414.40332,270600
1/23/2015,7469.100098,7548.930176,7469.100098,7548.930176,7546.989746,107900
1/26/2015,7548.930176,7586.669922,7525.27002,7586.669922,7584.719727,269000
1/27/2015,7586.669922,7631.850098,7582.259766,7630.569824,7628.608398,271300
1/28/2015,7630.569824,7661.180176,7623.720215,7661.180176,7659.210449,264900
1/29/2015,7658.279785,7736.970215,7617.299805,7617.299805,7615.341797,361400
1/30/2015,7645.52002,7689.910156,7645.52002,7689.910156,7687.933105,46800
2/2/2015,7689.910156,7715.290039,7590.709961,7630.709961,7628.748535,17200
2/3/2015,7631.189941,7631.189941,7582.040039,7613.149902,7611.192871,19500
2/4/2015,7665.169922,7738.120117,7665.169922,7716.060059,7714.07666,0
2/5/2015,7709.910156,7709.910156,7653.359863,7674.240234,7672.267578,246000
2/6/2015,7669.830078,7728.180176,7669.830078,7728.180176,7726.193359,95700
2/9/2015,7728.390137,7786.779785,7728.390137,7782.569824,7780.569336,259800
2/10/2015,7782.77002,7807.709961,7723.140137,7723.140137,7721.154785,321200
2/11/2015,7727.620117,7758.459961,7686.279785,7686.430176,7684.454102,246900
2/12/2015,7688.22998,7717.919922,7688.22998,7714.549805,7712.566406,291800
2/13/2015,7714.589844,7777.990234,7714.589844,7773.450195,7771.45166,218100
2/16/2015,7773.450195,7801.02002,7773.450195,7784.649902,7782.648438,177200
2/17/2015,7785.450195,7795.419922,7777.75,7793.399902,7791.396484,184600
2/18/2015,7794.779785,7840.390137,7788.330078,7803.450195,7801.444336,226700
2/20/2015,7814.399902,7825.390137,7806.819824,7825.390137,7823.378418,136600
2/23/2015,7826.890137,7854.799805,7814.72998,7826.069824,7824.058105,201800
2/24/2015,7835.540039,7848.629883,7827.600098,7834.859863,7832.845703,178700
2/25/2015,7853.169922,7862.910156,7816.720215,7844.060059,7842.043457,209400
2/26/2015,7843.339844,7843.339844,7756.540039,7764.390137,7762.394043,250600
2/27/2015,7773.25,7797.560059,7671.629883,7730.569824,7728.58252,386400
3/2/2015,7730.569824,7773.919922,7701.72998,7773.919922,7771.921387,243800
3/3/2015,7781.160156,7809.52002,7776.509766,7776.509766,7774.510742,229500
3/4/2015,7785.279785,7853.540039,7781,7847.830078,7845.8125,173900
3/5/2015,7847.549805,7847.669922,7819.040039,7819.040039,7817.029785,280300
3/6/2015,7822.350098,7861.330078,7822.350098,7861.330078,7859.309082,312500
3/9/2015,7862.640137,7862.640137,7764.859863,7820.290039,7818.279785,219000
3/10/2015,7821.430176,7834.350098,7812.839844,7828.47998,7826.467285,214500
3/11/2015,7828.47998,7828.47998,7772.779785,7790.700195,7788.697266,226600
3/12/2015,7790.089844,7839.819824,7764.850098,7839.819824,7837.804199,225300
3/13/2015,7845.839844,7860.330078,7809.540039,7809.540039,7807.532227,222100
3/16/2015,7792.720215,7804.600098,7727.379883,7730.950195,7728.962891,189000
3/17/2015,7730.379883,7789.100098,7730.379883,7789.100098,7787.097656,217000
3/18/2015,7788.109863,7793.470215,7744.25,7756.580078,7754.585938,281200
3/19/2015,7756.990234,7830.22998,7756.990234,7814.549805,7812.541016,257000
3/20/2015,7800.990234,7818.379883,7774.740234,7818.379883,7816.370117,438700
3/23/2015,7823.439941,7850.200195,7817.689941,7840.490234,7838.474609,179000
3/24/2015,7842.350098,7844.930176,7798.390137,7828.939941,7826.927246,192700
3/25/2015,7828.27002,7843.509766,7814.029785,7836.339844,7834.325195,184800
3/26/2015,7839.669922,7871.100098,7803.810059,7871.100098,7869.07666,187900
3/27/2015,7871.370117,7889.25,7849.200195,7877.959961,7875.93457,171400
3/30/2015,7935.47998,8007.97998,7899.410156,7899.410156,7897.379395,216600
3/31/2015,7899.410156,7983.319824,7899.410156,7940.490234,7938.44873,177600
4/1/2015,7941.879883,7993.089844,7931.379883,7993.089844,7991.035156,126300
4/6/2015,8009.450195,8062.790039,8006.799805,8053.740234,8051.669922,150700
4/7/2015,8054.950195,8136.970215,8054.950195,8098.680176,8096.598145,170600
4/8/2015,8098.680176,8098.680176,8026.810059,8052.689941,8050.619629,233700
4/10/2015,8033.27002,8134.379883,8032.689941,8127.47998,8125.390625,257700
4/13/2015,8129.879883,8130.470215,8052.22998,8073.25,8071.174805,158300
4/14/2015,8080.75,8095.97998,8041.319824,8056.490234,8054.418945,233600
4/15/2015,8057.279785,8066.410156,7859.600098,7906.459961,7904.427246,376500
4/16/2015,7907.700195,7948.200195,7826.799805,7948.200195,7946.156738,294900
4/17/2015,7955.430176,7996.439941,7919.609863,7946.890137,7944.847168,182300
4/20/2015,7936.25,7936.25,7776.709961,7865.27002,7863.248047,192200
4/21/2015,7866.319824,7917.919922,7815.089844,7846.939941,7844.922852,176400
4/22/2015,7850.899902,7862.200195,7780.470215,7833.029785,7831.016113,216300
4/23/2015,7835.419922,7919.759766,7835.419922,7892.049805,7890.020996,243900
4/24/2015,7893.609863,7947.25,7893.609863,7947.25,7945.207031,239200
4/27/2015,7956.319824,7964.529785,7937.720215,7958.069824,7956.023926,182500
4/28/2015,7941.180176,7946.060059,7861.640137,7886.569824,7884.54248,166900
4/29/2015,7886.819824,7886.819824,7788.620117,7825.470215,7823.458496,215900
4/30/2015,7826.299805,7842.259766,7693.910156,7714.819824,7712.836426,323100
5/4/2015,7713.419922,7816.439941,7689.910156,7816.439941,7814.430664,215800
5/5/2015,7820.359863,7919.209961,7820.359863,7919.209961,7917.174316,187200
5/6/2015,7918.649902,7918.649902,7844.319824,7873.640137,7871.616211,175000
5/7/2015,7766.52002,7828.740234,7734.709961,7816.27002,7814.260742,183200
5/8/2015,7818.790039,7834.810059,7755.399902,7763.209961,7761.214355,114900
5/11/2015,7762.850098,7791.700195,7744.790039,7777.899902,7775.900391,104100
5/12/2015,7777.899902,7802.209961,7715.27002,7794.549805,7792.545898,164000
5/13/2015,7794.549805,7820.060059,7774.529785,7808.350098,7806.342773,118300
5/14/2015,7808.830078,7834.899902,7782.660156,7831.439941,7829.426758,260000
5/15/2015,7854.029785,7900.879883,7854.029785,7881.950195,7879.923828,164100
5/18/2015,7881.950195,7923.129883,7881.950195,7910.430176,7908.396484,138800
5/19/2015,7906.109863,7906.109863,7860.720215,7871.310059,7869.286621,167800
5/20/2015,7873.629883,7900.97998,7863.919922,7881.930176,7879.903809,168900
5/21/2015,7881.930176,7894.209961,7829.069824,7835.379883,7833.365723,204500
5/22/2015,7846.379883,7870.419922,7788.029785,7810.169922,7808.162109,193200
5/25/2015,7810.310059,7832.709961,7755.879883,7761.529785,7759.534668,137900
5/26/2015,7755.689941,7755.689941,7661.899902,7728.5,7726.513184,264300
5/27/2015,7725.240234,7725.240234,7574.490234,7598.700195,7596.746582,303000
5/28/2015,7601.450195,7612.970215,7468.580078,7505.029785,7503.100586,303100
5/29/2015,7503.459961,7677.200195,7499.950195,7580.459961,7578.51123,330100
6/1/2015,7580.459961,7670.370117,7521.169922,7670.370117,7668.398438,114000
6/2/2015,7587,7588.529785,7530.319824,7551.959961,7550.018555,128400
6/3/2015,7550.47998,7561.669922,7498.180176,7561.669922,7559.726074,200900
6/4/2015,7561.649902,7562.040039,7515.77002,7553.649902,7551.708008,137800
6/5/2015,7547.200195,7551.839844,7491.819824,7526.700195,7524.765137,178600
6/8/2015,7522.240234,7522.240234,7466.149902,7484.890137,7482.96582,138200
6/9/2015,7448.580078,7455.790039,7272.359863,7323.439941,7321.557129,179400
6/10/2015,7321.330078,7384.27002,7321.330078,7384.27002,7382.371582,130500
